recorded_at,asset_id,market,outcome,size,average_price
2025-12-25T10:22:48.496319+00:00,24393007901046293394370787579385740097177000061476340045121210304631396582654,ethereum-up-or-down-december-25-5am-et,Down,397.1455,0.8266
2025-12-25T10:29:56.262668+00:00,37318403920966930755756514819536008581249547774582151117796142037966560371360,btc-updown-15m-1766657700,Up,794.3487,0.7513
2025-12-25T10:29:56.262784+00:00,58832710481546563506323626681641732775186485071838633734926743677444610757653,btc-updown-15m-1766657700,Down,784.0326,0.243
2025-12-25T10:29:56.262852+00:00,2443314185827161071236430348605151521909490189447679187915865970167840378583,eth-updown-15m-1766657700,Down,220.0431,0.1697
2025-12-25T10:29:56.262906+00:00,37556160299449797190479746140843594365118594708738586200112360498126213376320,eth-updown-15m-1766657700,Up,186.919,0.8091
2025-12-25T10:29:56.262957+00:00,91272322704237856545228168302916473806921203936950878059023308769744801091733,ethereum-up-or-down-december-25-5am-et,Up,70.0706,0.1233
2025-12-25T10:29:56.263018+00:00,105107536428124088431201031494034807779329860905945908480241301426120639605040,bitcoin-up-or-down-december-25-5am-et,Up,43.5955,0.2007
2025-12-25T10:29:56.263069+00:00,106198240992658653339635073923554723013786850011500336859173556605263086511424,bitcoin-up-or-down-december-25-5am-et,Down,32.9474,0.7693
2025-12-25T10:29:56.263128+00:00,24393007901046293394370787579385740097177000061476340045121210304631396582654,ethereum-up-or-down-december-25-5am-et,Down,17.4631,0.8286
2025-12-25T10:31:17.595902+00:00,24393007901046293394370787579385740097177000061476340045121210304631396582654,ethereum-up-or-down-december-25-5am-et,Down,22.4631,0.8422668580917148
2025-12-25T10:31:17.614704+00:00,91272322704237856545228168302916473806921203936950878059023308769744801091733,ethereum-up-or-down-december-25-5am-et,Up,76.0706,0.12225097448948742
2025-12-25T10:31:17.629194+00:00,51790309246486235800250262714375986460522256044516102049670196752596308045041,,Up,32.0,0.54
2025-12-25T10:31:17.732141+00:00,64230296599473345897321516758796506505613477741375212491998539737133328017836,,Down,95.93,0.47
2025-12-25T10:31:17.824143+00:00,98169039919474507672158854787108871780314866108629648936499346660738852351729,,Up,171.0,0.47
2025-12-25T10:31:17.920835+00:00,105107536428124088431201031494034807779329860905945908480241301426120639605040,bitcoin-up-or-down-december-25-5am-et,Up,106.5955,0.164825127233326
2025-12-25T10:31:17.934823+00:00,74014920028604982452923746393020367574844771044308927065070144023093045024001,,Down,28.0,0.6
2025-12-25T11:27:06.292059+00:00,86826370557578477650029102126750283999704738433009266771489926590147858813599,btc-updown-15m-1766661300,Up,5363.8299,0.3364
2025-12-25T11:27:06.292169+00:00,5689724447375317112090378062545875053019577510300296270894191732167774780422,btc-updown-15m-1766661300,Down,5344.4728,0.6493
2025-12-25T11:27:06.292234+00:00,23974659210315149065399412313743368286474198277707889625018186442613487067710,eth-updown-15m-1766661300,Down,963.5117,0.3076
2025-12-25T11:27:06.292287+00:00,59109219723021109532677542028587764427932804792237212075750717331396104786451,eth-updown-15m-1766661300,Up,897.5156,0.6794
2025-12-25T11:27:06.292337+00:00,53303972808281491588335955635163065038380957271412886144352611601380878764420,bitcoin-up-or-down-december-25-6am-et,Up,493.36,0.7369
2025-12-25T11:27:06.292385+00:00,297155078026326179807626690576866861112795764232786092955020350619329755453,bitcoin-up-or-down-december-25-6am-et,Down,480.0629,0.2601
2025-12-25T11:27:06.292436+00:00,105107536428124088431201031494034807779329860905945908480241301426120639605040,bitcoin-up-or-down-december-25-5am-et,Up,85.4784,0.1001
